Subject,Entries,Gender,Year,Level
Spanish,232.0,Male,2006,Intermediate_2
Accounting,155.0,Male,2006,Intermediate_2
Mathematics,7932.0,Male,2006,Intermediate_2
Biology,1669.0,Male,2006,Intermediate_2
Biotechnology,37.0,Male,2006,Intermediate_2
Chemistry,1627.0,Male,2006,Intermediate_2
Geology,15.0,Male,2006,Intermediate_2
Managing Environmental Resources,35.0,Male,2006,Intermediate_2
Physics,1892.0,Male,2006,Intermediate_2
Classical Studies,49.0,Male,2006,Intermediate_2
Economics,225.0,Male,2006,Intermediate_2
Geography (New),1095.0,Male,2006,Intermediate_2
History,1687.0,Male,2006,Intermediate_2
Modern Studies,735.0,Male,2006,Intermediate_2
Philosophy,64.0,Male,2006,Intermediate_2
Psychology (New),135.0,Male,2006,Intermediate_2
"Religious, Moral and Philosophical Studies",48.0,Male,2006,Intermediate_2
"Religious, Moral and Philosophical Studies (New)",229.0,Male,2006,Intermediate_2
Sociology,54.0,Male,2006,Intermediate_2
Administration,735.0,Male,2006,Intermediate_2
Business Management,970.0,Male,2006,Intermediate_2
Care,49.0,Male,2006,Intermediate_2
Care Issues for Society : Child Care,4.0,Male,2006,Intermediate_2
Care Issues for Society: Older People,10.0,Male,2006,Intermediate_2
Computing (New),1999.0,Male,2006,Intermediate_2
Construction Craft Skills,18.0,Male,2006,Intermediate_2
Construction Industry Practice,32.0,Male,2006,Intermediate_2
Creative Cake Production,41.0,Male,2006,Intermediate_2
Design,1.0,Male,2006,Intermediate_2
Early Education and Childcare,2.0,Male,2006,Intermediate_2
Electrical Installation Fundamentals,32.0,Male,2006,Intermediate_2
Electronic and Electrical Fundamentals,93.0,Male,2006,Intermediate_2
Engineering Craft Skills,343.0,Male,2006,Intermediate_2
Fabrication and Welding,4.0,Male,2006,Intermediate_2
Graphic Communication,792.0,Male,2006,Intermediate_2
Hairdressing: Composite Skills in Hairdressing,,Male,2006,Intermediate_2
Health and Safety in Care Settings,10.0,Male,2006,Intermediate_2
Home Economics: Fashion and Textile Technology,1.0,Male,2006,Intermediate_2
Home Economics: Health and Food Technology,42.0,Male,2006,Intermediate_2
Home Economics: Lifestyle and Consumer Technology,6.0,Male,2006,Intermediate_2
Hospitality - General Operations,83.0,Male,2006,Intermediate_2
Hospitality - Practical Cookery,1029.0,Male,2006,Intermediate_2
Hospitality - Professional Cookery,75.0,Male,2006,Intermediate_2
Hospitality - Reception and Accommodation Operations,1.0,Male,2006,Intermediate_2
Information Systems,1472.0,Male,2006,Intermediate_2
Personal and Social Education,11.0,Male,2006,Intermediate_2
Product Design,559.0,Male,2006,Intermediate_2
Selling Overseas Tourist Destinations,12.0,Male,2006,Intermediate_2
Technological Studies,193.0,Male,2006,Intermediate_2
Travel and Tourism,215.0,Male,2006,Intermediate_2
Woodworking Skills,2556.0,Male,2006,Intermediate_2
Art and Design,1396.0,Male,2006,Intermediate_2
Drama,294.0,Male,2006,Intermediate_2
Media Studies,383.0,Male,2006,Intermediate_2
Music,1233.0,Male,2006,Intermediate_2
Fitness and Exercise,27.0,Male,2006,Intermediate_2
Leading Sports Activities,7.0,Male,2006,Intermediate_2
Physical Education,2183.0,Male,2006,Intermediate_2
Classical Greek,6.0,Female,2006,Intermediate_2
English,9451.0,Female,2006,Intermediate_2
French,1747.0,Female,2006,Intermediate_2
Gaelic (Learners),33.0,Female,2006,Intermediate_2
Gàidhlig,13.0,Female,2006,Intermediate_2
German,407.0,Female,2006,Intermediate_2
Italian,113.0,Female,2006,Intermediate_2
Latin,63.0,Female,2006,Intermediate_2
Russian,2.0,Female,2006,Intermediate_2
Spanish,620.0,Female,2006,Intermediate_2
Accounting,210.0,Female,2006,Intermediate_2
Mathematics,8857.0,Female,2006,Intermediate_2
Biology,3657.0,Female,2006,Intermediate_2
Biotechnology,53.0,Female,2006,Intermediate_2
Chemistry,1742.0,Female,2006,Intermediate_2
Geology,3.0,Female,2006,Intermediate_2
Managing Environmental Resources,19.0,Female,2006,Intermediate_2
Physics,753.0,Female,2006,Intermediate_2
Classical Studies,57.0,Female,2006,Intermediate_2
Economics,82.0,Female,2006,Intermediate_2
Geography (New),803.0,Female,2006,Intermediate_2
History,1770.0,Female,2006,Intermediate_2
Modern Studies,1073.0,Female,2006,Intermediate_2
Philosophy,74.0,Female,2006,Intermediate_2
Psychology (New),410.0,Female,2006,Intermediate_2
"Religious, Moral and Philosophical Studies",94.0,Female,2006,Intermediate_2
"Religious, Moral and Philosophical Studies (New)",365.0,Female,2006,Intermediate_2
Sociology,129.0,Female,2006,Intermediate_2
Administration,2144.0,Female,2006,Intermediate_2
Business Management,1001.0,Female,2006,Intermediate_2
Care,812.0,Female,2006,Intermediate_2
Care Issues for Society : Child Care,109.0,Female,2006,Intermediate_2
Care Issues for Society: Older People,117.0,Female,2006,Intermediate_2
Computing (New),743.0,Female,2006,Intermediate_2
Construction Craft Skills,1.0,Female,2006,Intermediate_2
Construction Industry Practice,,Female,2006,Intermediate_2
Creative Cake Production,214.0,Female,2006,Intermediate_2
Design,7.0,Female,2006,Intermediate_2
Early Education and Childcare,116.0,Female,2006,Intermediate_2
Electrical Installation Fundamentals,,Female,2006,Intermediate_2
Electronic and Electrical Fundamentals,1.0,Female,2006,Intermediate_2
Engineering Craft Skills,24.0,Female,2006,Intermediate_2
Fabrication and Welding,2.0,Female,2006,Intermediate_2
Graphic Communication,329.0,Female,2006,Intermediate_2
Hairdressing: Composite Skills in Hairdressing,8.0,Female,2006,Intermediate_2
Health and Safety in Care Settings,170.0,Female,2006,Intermediate_2
Home Economics: Fashion and Textile Technology,131.0,Female,2006,Intermediate_2
Home Economics: Health and Food Technology,241.0,Female,2006,Intermediate_2
Home Economics: Lifestyle and Consumer Technology,111.0,Female,2006,Intermediate_2
Hospitality - General Operations,86.0,Female,2006,Intermediate_2
Hospitality - Practical Cookery,2751.0,Female,2006,Intermediate_2
Hospitality - Professional Cookery,78.0,Female,2006,Intermediate_2
Hospitality - Reception and Accommodation Operations,6.0,Female,2006,Intermediate_2
Information Systems,791.0,Female,2006,Intermediate_2
Personal and Social Education,22.0,Female,2006,Intermediate_2
Product Design,196.0,Female,2006,Intermediate_2
Selling Overseas Tourist Destinations,57.0,Female,2006,Intermediate_2
Technological Studies,4.0,Female,2006,Intermediate_2
Travel and Tourism,431.0,Female,2006,Intermediate_2
Woodworking Skills,419.0,Female,2006,Intermediate_2
Art and Design,2929.0,Female,2006,Intermediate_2
Drama,550.0,Female,2006,Intermediate_2
Media Studies,386.0,Female,2006,Intermediate_2
Music,1549.0,Female,2006,Intermediate_2
Fitness and Exercise,8.0,Female,2006,Intermediate_2
Leading Sports Activities,5.0,Female,2006,Intermediate_2
Physical Education,779.0,Female,2006,Intermediate_2
Classical Greek,2.0,Male,2009,Intermediate_2
English,10281.0,Male,2009,Intermediate_2
English for Speakers of Other Languages,150.0,Male,2009,Intermediate_2
French,1466.0,Male,2009,Intermediate_2
Gaelic (Learners),13.0,Male,2009,Intermediate_2
Gàidhlig,18.0,Male,2009,Intermediate_2
German,355.0,Male,2009,Intermediate_2
Italian,44.0,Male,2009,Intermediate_2
Latin,55.0,Male,2009,Intermediate_2
Mandarin (Simplified),7.0,Male,2009,Intermediate_2
Mandarin (Traditional),1.0,Male,2009,Intermediate_2
Russian,1.0,Male,2009,Intermediate_2
Spanish,384.0,Male,2009,Intermediate_2
Accounting,157.0,Male,2009,Intermediate_2
Mathematics,10296.0,Male,2009,Intermediate_2
Biology,2427.0,Male,2009,Intermediate_2
Biotechnology,37.0,Male,2009,Intermediate_2
Chemistry,2027.0,Male,2009,Intermediate_2
Geology,8.0,Male,2009,Intermediate_2
Managing Environmental Resources,24.0,Male,2009,Intermediate_2
Physics,2708.0,Male,2009,Intermediate_2
Classical Studies,48.0,Male,2009,Intermediate_2
Economics,231.0,Male,2009,Intermediate_2
Geography (New),1535.0,Male,2009,Intermediate_2
History,2229.0,Male,2009,Intermediate_2
Modern Studies,1066.0,Male,2009,Intermediate_2
Philosophy,117.0,Male,2009,Intermediate_2
Psychology (New),136.0,Male,2009,Intermediate_2
"Religious, Moral and Philosophical Studies (New)",355.0,Male,2009,Intermediate_2
Sociology,55.0,Male,2009,Intermediate_2
Administration,1103.0,Male,2009,Intermediate_2
Business Management,1456.0,Male,2009,Intermediate_2
Care,63.0,Male,2009,Intermediate_2
Care Issues for Society: Child Care,0.0,Male,2009,Intermediate_2
Care Issues for Society: Older People,12.0,Male,2009,Intermediate_2
Computing (New),2096.0,Male,2009,Intermediate_2
Construction Crafts,178.0,Male,2009,Intermediate_2
Creative Cake Production,89.0,Male,2009,Intermediate_2
Early Education and Childcare,17.0,Male,2009,Intermediate_2
Electrical Installation Fundamentals,85.0,Male,2009,Intermediate_2
Electronic and Electrical Fundamentals,110.0,Male,2009,Intermediate_2
Energy,5.0,Male,2009,Intermediate_2
Engineering Craft Skills,572.0,Male,2009,Intermediate_2
Engineering Skills,16.0,Male,2009,Intermediate_2
Financial Services,29.0,Male,2009,Intermediate_2
Graphic Communication,1355.0,Male,2009,Intermediate_2
Hairdressing,1.0,Male,2009,Intermediate_2
Health and Safety in Care Settings,10.0,Male,2009,Intermediate_2
Home Economics: Fashion and Textile Technology,1.0,Male,2009,Intermediate_2
Home Economics: Health and Food Technology,60.0,Male,2009,Intermediate_2
Home Economics: Lifestyle and Consumer Technology,7.0,Male,2009,Intermediate_2
Hospitality,38.0,Male,2009,Intermediate_2
Hospitality - General Operations,30.0,Male,2009,Intermediate_2
Hospitality: Practical Cookery,1570.0,Male,2009,Intermediate_2
Hospitality - Professional Cookery,28.0,Male,2009,Intermediate_2
Information Systems,1100.0,Male,2009,Intermediate_2
Personal Development,27.0,Male,2009,Intermediate_2
Product Design,636.0,Male,2009,Intermediate_2
Retailing,4.0,Male,2009,Intermediate_2
Selling Overseas Tourist Destinations,7.0,Male,2009,Intermediate_2
Technological Studies,203.0,Male,2009,Intermediate_2
Travel and Tourism,156.0,Male,2009,Intermediate_2
Woodworking Skills,3543.0,Male,2009,Intermediate_2
Art and Design,1853.0,Male,2009,Intermediate_2
Drama,432.0,Male,2009,Intermediate_2
Media Studies,366.0,Male,2009,Intermediate_2
Music,1595.0,Male,2009,Intermediate_2
Fitness and Exercise,12.0,Male,2009,Intermediate_2
Leading Sports Activities,11.0,Male,2009,Intermediate_2
Physical Education,2870.0,Male,2009,Intermediate_2
Sport and Recreation,114.0,Male,2009,Intermediate_2
Classical Greek,4.0,Female,2009,Intermediate_2
English,10768.0,Female,2009,Intermediate_2
English for Speakers of Other Languages,325.0,Female,2009,Intermediate_2
French,2534.0,Female,2009,Intermediate_2
Gaelic (Learners),31.0,Female,2009,Intermediate_2
Gàidhlig,11.0,Female,2009,Intermediate_2
German,602.0,Female,2009,Intermediate_2
Italian,138.0,Female,2009,Intermediate_2
Latin,52.0,Female,2009,Intermediate_2
Mandarin (Simplified),18.0,Female,2009,Intermediate_2
Mandarin (Traditional),1.0,Female,2009,Intermediate_2
Russian,6.0,Female,2009,Intermediate_2
Spanish,840.0,Female,2009,Intermediate_2
Accounting,191.0,Female,2009,Intermediate_2
Mathematics,11191.0,Female,2009,Intermediate_2
Biology,4500.0,Female,2009,Intermediate_2
Biotechnology,40.0,Female,2009,Intermediate_2
Chemistry,2083.0,Female,2009,Intermediate_2
Geology,2.0,Female,2009,Intermediate_2
Managing Environmental Resources,23.0,Female,2009,Intermediate_2
Physics,1088.0,Female,2009,Intermediate_2
Classical Studies,58.0,Female,2009,Intermediate_2
Economics,109.0,Female,2009,Intermediate_2
Geography (New),1153.0,Female,2009,Intermediate_2
History,2388.0,Female,2009,Intermediate_2
Modern Studies,1528.0,Female,2009,Intermediate_2
Philosophy,157.0,Female,2009,Intermediate_2
Psychology (New),407.0,Female,2009,Intermediate_2
"Religious, Moral and Philosophical Studies (New)",594.0,Female,2009,Intermediate_2
Sociology,95.0,Female,2009,Intermediate_2
Administration,3392.0,Female,2009,Intermediate_2
Business Management,1739.0,Female,2009,Intermediate_2
Care,618.0,Female,2009,Intermediate_2
Care Issues for Society: Child Care,68.0,Female,2009,Intermediate_2
Care Issues for Society: Older People,85.0,Female,2009,Intermediate_2
Computing (New),852.0,Female,2009,Intermediate_2
Construction Crafts,16.0,Female,2009,Intermediate_2
Creative Cake Production,403.0,Female,2009,Intermediate_2
Early Education and Childcare,571.0,Female,2009,Intermediate_2
Electrical Installation Fundamentals,4.0,Female,2009,Intermediate_2
Electronic and Electrical Fundamentals,5.0,Female,2009,Intermediate_2
Energy,1.0,Female,2009,Intermediate_2
Engineering Craft Skills,30.0,Female,2009,Intermediate_2
Engineering Skills,1.0,Female,2009,Intermediate_2
Financial Services,28.0,Female,2009,Intermediate_2
Graphic Communication,576.0,Female,2009,Intermediate_2
Hairdressing,48.0,Female,2009,Intermediate_2
Health and Safety in Care Settings,190.0,Female,2009,Intermediate_2
Home Economics: Fashion and Textile Technology,107.0,Female,2009,Intermediate_2
Home Economics: Health and Food Technology,241.0,Female,2009,Intermediate_2
Home Economics: Lifestyle and Consumer Technology,104.0,Female,2009,Intermediate_2
Hospitality,52.0,Female,2009,Intermediate_2
Hospitality - General Operations,41.0,Female,2009,Intermediate_2
Hospitality: Practical Cookery,3306.0,Female,2009,Intermediate_2
Hospitality - Professional Cookery,37.0,Female,2009,Intermediate_2
Information Systems,665.0,Female,2009,Intermediate_2
Personal Development,20.0,Female,2009,Intermediate_2
Product Design,286.0,Female,2009,Intermediate_2
Retailing,16.0,Female,2009,Intermediate_2
Selling Overseas Tourist Destinations,81.0,Female,2009,Intermediate_2
Technological Studies,10.0,Female,2009,Intermediate_2
Travel and Tourism,405.0,Female,2009,Intermediate_2
Woodworking Skills,565.0,Female,2009,Intermediate_2
Art and Design,4411.0,Female,2009,Intermediate_2
Drama,844.0,Female,2009,Intermediate_2
Media Studies,415.0,Female,2009,Intermediate_2
Music,1959.0,Female,2009,Intermediate_2
Fitness and Exercise,14.0,Female,2009,Intermediate_2
Leading Sports Activities,12.0,Female,2009,Intermediate_2
Physical Education,1171.0,Female,2009,Intermediate_2
Sport and Recreation,44.0,Female,2009,Intermediate_2
Classical Greek,6.0,Male,2003,Intermediate_2
English,7187.0,Male,2003,Intermediate_2
French,535.0,Male,2003,Intermediate_2
Gaelic (Learners),13.0,Male,2003,Intermediate_2
Gàidhlig,6.0,Male,2003,Intermediate_2
German,223.0,Male,2003,Intermediate_2
Italian,38.0,Male,2003,Intermediate_2
Latin,17.0,Male,2003,Intermediate_2
Russian,2.0,Male,2003,Intermediate_2
Spanish,130.0,Male,2003,Intermediate_2
Accounting and Finance,254.0,Male,2003,Intermediate_2
Mathematics,6643.0,Male,2003,Intermediate_2
Biology,1264.0,Male,2003,Intermediate_2
Biotechnology,57.0,Male,2003,Intermediate_2
Chemistry,812.0,Male,2003,Intermediate_2
Geology,13.0,Male,2003,Intermediate_2
Managing Environmental Resources,24.0,Male,2003,Intermediate_2
Physics,1591.0,Male,2003,Intermediate_2
Amenity Horticulture,1.0,Male,2003,Intermediate_2
Plant Propagation,1.0,Male,2003,Intermediate_2
Classical Studies,31.0,Male,2003,Intermediate_2
Economics,103.0,Male,2003,Intermediate_2
Geography,906.0,Male,2003,Intermediate_2
History,982.0,Male,2003,Intermediate_2
Modern Studies,611.0,Male,2003,Intermediate_2
Philosophy,36.0,Male,2003,Intermediate_2
Psychology,101.0,Male,2003,Intermediate_2
"Religious, Moral and Philosophical Studies",168.0,Male,2003,Intermediate_2
Sociology,28.0,Male,2003,Intermediate_2
Administration,964.0,Male,2003,Intermediate_2
Automotive Engineering,39.0,Male,2003,Intermediate_2
Business Management,634.0,Male,2003,Intermediate_2
Care,73.0,Male,2003,Intermediate_2
Care Issues for Society,36.0,Male,2003,Intermediate_2
Computing,1575.0,Male,2003,Intermediate_2
Construction Craft Skills,12.0,Male,2003,Intermediate_2
Construction Industry Practice,24.0,Male,2003,Intermediate_2
Craft and Design,632.0,Male,2003,Intermediate_2
Design,2.0,Male,2003,Intermediate_2
Electronic and Electrical Fundamentals,98.0,Male,2003,Intermediate_2
Engineering Craft Skills,189.0,Male,2003,Intermediate_2
Fabrication and Welding,5.0,Male,2003,Intermediate_2
Graphic Communication,782.0,Male,2003,Intermediate_2
Health and Safety in Care Settings,14.0,Male,2003,Intermediate_2
Home Economics - Fashion and Textile Technology,2.0,Male,2003,Intermediate_2
Home Economics - Health and Food Technology,28.0,Male,2003,Intermediate_2
Home Economics - Lifestyle and Consumer Technology,11.0,Male,2003,Intermediate_2
Hospitality - General Operations,107.0,Male,2003,Intermediate_2
Hospitality - Practical Cookery,661.0,Male,2003,Intermediate_2
Hospitality - Professional Cookery,150.0,Male,2003,Intermediate_2
Hospitality - Reception and Accommodation Operations,3.0,Male,2003,Intermediate_2
Information Systems,2280.0,Male,2003,Intermediate_2
Personal and Social Education,17.0,Male,2003,Intermediate_2
Selling Overseas Tourist Destinations,11.0,Male,2003,Intermediate_2
Technological Studies,324.0,Male,2003,Intermediate_2
Travel and Tourism,182.0,Male,2003,Intermediate_2
Woodworking Skills,1817.0,Male,2003,Intermediate_2
Art and Design,1058.0,Male,2003,Intermediate_2
Drama,207.0,Male,2003,Intermediate_2
Media Studies,259.0,Male,2003,Intermediate_2
Music,586.0,Male,2003,Intermediate_2
Fitness and Exercise,16.0,Male,2003,Intermediate_2
Leading Sports Activities,5.0,Male,2003,Intermediate_2
Physical Education,1498.0,Male,2003,Intermediate_2
Classical Greek,11.0,Female,2003,Intermediate_2
English,6565.0,Female,2003,Intermediate_2
French,1056.0,Female,2003,Intermediate_2
Gaelic (Learners),23.0,Female,2003,Intermediate_2
Gàidhlig,7.0,Female,2003,Intermediate_2
German,353.0,Female,2003,Intermediate_2
Italian,82.0,Female,2003,Intermediate_2
Latin,14.0,Female,2003,Intermediate_2
Russian,,Female,2003,Intermediate_2
Spanish,424.0,Female,2003,Intermediate_2
Accounting and Finance,339.0,Female,2003,Intermediate_2
Mathematics,6272.0,Female,2003,Intermediate_2
Biology,2659.0,Female,2003,Intermediate_2
Biotechnology,69.0,Female,2003,Intermediate_2
Chemistry,801.0,Female,2003,Intermediate_2
Geology,5.0,Female,2003,Intermediate_2
Managing Environmental Resources,24.0,Female,2003,Intermediate_2
Physics,474.0,Female,2003,Intermediate_2
Amenity Horticulture,5.0,Female,2003,Intermediate_2
Plant Propagation,5.0,Female,2003,Intermediate_2
Classical Studies,36.0,Female,2003,Intermediate_2
Economics,80.0,Female,2003,Intermediate_2
Geography,573.0,Female,2003,Intermediate_2
History,1029.0,Female,2003,Intermediate_2
Modern Studies,734.0,Female,2003,Intermediate_2
Philosophy,59.0,Female,2003,Intermediate_2
Psychology,257.0,Female,2003,Intermediate_2
"Religious, Moral and Philosophical Studies",353.0,Female,2003,Intermediate_2
Sociology,80.0,Female,2003,Intermediate_2
Administration,2604.0,Female,2003,Intermediate_2
Automotive Engineering,1.0,Female,2003,Intermediate_2
Business Management,832.0,Female,2003,Intermediate_2
Care,851.0,Female,2003,Intermediate_2
Care Issues for Society,369.0,Female,2003,Intermediate_2
Computing,527.0,Female,2003,Intermediate_2
